"site","record_type","year","month","day","running_day_of_project","julian_day","pH_air_eqll","anc_ueq_L","spec_conductance_us_cm","apparent_color_pcu","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","Cl_ueq_L","NO3_ueq_L","SO4_ueq_L","Si_mg_L","NH4_ueq_L","Al_ppb","volume_mL","vol_converted_to_depth_mm","belfort_gage_depth_mm","comment","campbell_depth_in","total_P_ppb","total_N_ppm"
"AEREA","REG",2000,2,22,5166,53,4.49,,19,10,0,0,0,8.7,11,23.6,26,1.42,12.7,,1039.6,15.31,0,,,,
"AERCA","REG",2000,2,29,5173,60,4.58,,24,6,6.5,10.7,2,45.7,47,21,38,1.07,13.3,,399.3,5.88,0,,,,
"AEREA","REG",2000,2,29,5173,60,4.44,,37,4,17.5,18.9,3.6,79.2,86,49,51,1.07,17.7,,497.7,7.33,4.572,,,,
"AERCA","REG",2000,3,7,5180,67,4.57,,13.1,5,0.5,0,0,1.7,3,16,18,0.71,5.5,0.22,1782,26.25,0,,,,
"AEREA","REG",2000,3,7,5180,67,4.2,,42.9,4,1,0.8,0.5,8.3,38,18.6,29,1.78,6.6,0.21,1577,23.23,25.146,,,,
"AERCA","REG",2000,3,15,5188,75,4.65,,16,5,6.5,1.6,1,12.2,11,16,26,1.78,10.5,0.3,1522.6,22.43,0,,,,
"AEREA","REG",2000,3,15,5188,75,4.63,,16,6,7,2.5,0.8,11.3,11,17,27,0,11.1,0.34,2189.6,32.25,32.766,,,,
"AERCA","REG",2000,3,22,5195,82,4.6,,13.5,8,2,0.8,0.8,3,5,17,19,0,7.2,0.26,1389,20.46,28.702,,,,
"AEREA","REG",2000,3,22,5195,82,4.34,,24.2,7,3.5,1.6,1.3,7.4,8,31,37,0,13.3,0.41,687.2,10.12,22.86,,,,
"AERCA","REG",2000,4,4,5208,95,4.42,,23,9,2.5,6.6,1.5,34.8,36,25,39,1.78,17.7,,4188.1,61.69,84.328,,,,
"AEREA","REG",2000,4,4,5208,95,4.35,,24,8,3.5,8.2,1.5,33.9,38,29,44,1.78,19.9,,3601.6,53.05,66.294,,,,
"AERCA","REG",2000,4,12,5216,103,4.32,,37.4,21,13,23,3.6,96.6,110,36,54,0,15.5,,1994.5,29.38,30.734,,,,
"AEREA","REG",2000,4,12,5216,103,4.28,,43.4,22,16,27.1,3.8,114,130,47,63,0,18.3,,1675.5,24.68,25.146,,,,
"AERCA","REG",2000,4,25,5229,116,4.82,,10.7,4,4,4.1,0,18.7,19,8.5,17,0,4.4,,4453.3,65.6,67.056,,,,
"AEREA","REG",2000,4,25,5229,116,4.81,,10.9,4,4,4.1,0,20,20,9.3,17,0,5,,4230.5,62.31,63.754,,,,
"AERCA","REG",2000,5,9,5243,130,4.28,,35,10,9,3.3,2.3,6.1,7,44,73,0.36,42.1,0.45,808.2,11.9,10.668,,,,
"AERCA","REG",2000,5,15,5249,136,4.68,,15.9,8,4,1.6,0.8,4.8,5,13,28,1.07,13.9,,2433.6,35.85,39.37,,,,
"AEREA","REG",2000,5,15,5249,136,4.69,,17.8,16,5.5,2.5,2,5.7,7,17,36,1.07,17.7,,2145.8,31.61,35.306,,,,
"AERCA","REG",2000,5,23,5257,144,4.31,,30.7,23,8,4.9,2.8,15.7,16,30,60,0,31.6,,1919.6,28.28,31.75,,,,
"AEREA","REG",2000,5,23,5257,144,4.26,,35.4,13,9,5.8,2,22.6,23,36,70,0,39.3,,1744.1,25.69,28.956,,,,
"AERCA","REG",2000,5,30,5264,151,4.66,,10.7,4,0,0,0,0,2,12.6,19,0.36,8.3,,2156.4,31.76,31.242,,,,
"AEREA","REG",2000,5,30,5264,151,4.68,,10.7,7,0,0,0,0,2,12.5,19,0,8.3,,1977.9,29.13,28.702,,,,
"AERCA","REG",2000,6,13,5278,165,4.73,,10.2,12,0,0,0,2.6,3,12,20,0.36,12.7,0,2706.1,39.86,40.64,,,,
"AEREA","REG",2000,6,13,5278,165,4.94,,5.6,6,0,0,0,2.6,3,5.3,11,0.36,6.6,0,1938.8,28.56,39.37,,,,
"AERCA","REG",2000,6,20,5285,172,4.45,,22,9,0,0,2,12.6,13,16,48,0,23.8,0,994,14.64,14.986,,,,
"AEREA","REG",2000,6,20,5285,172,4.47,,18.3,8,0,0,0,2.6,5,14,40,0,19.9,0,933.5,13.75,12.954,,,,
"AERCA","REG",2000,6,27,5292,179,4.04,,45.2,14,5,0,1.5,11.7,14,54,75,0,23.3,0.37,1075.8,15.85,16.256,,,,
"AERCA","REG",2000,7,18,5313,200,4.63,,11.3,3,0,0,0,0,3,10,20,0,6.6,0,4463.5,65.75,44.196,,,,
"AEREA","REG",2000,7,18,5313,200,4.62,,11.3,4,0,0,0,0,3,10,20,0.36,6.1,0,4386,64.6,82.55,,,,
"AERCA","REG",2000,8,8,5334,221,4.07,,41.5,5,3,0,1.3,8.7,12,37,83,0,31,0,1101.6,16.23,16.256,,,,
"AEREA","REG",2000,8,8,5334,221,4.34,,26.1,9,3,0,2,13.1,15,25,50,0,23.3,0,669.8,9.87,19.812,,,,
"AEREA","REG",2000,8,24,5350,237,4.47,,15.7,4,8,0,0,0,5,17.8,29,0,15.5,0,1943.7,28.63,29.21,,,,
"AERCA","REG",2000,9,5,5362,249,4.48,,16.6,9,6.5,0,0,0,3,14,35,0,16.1,0,2294.4,33.8,34.544,,,,
"AEREA","REG",2000,9,5,5362,249,4.52,,19,9,8,0,0,3,5,14,35,0,18.8,0,2136.7,31.47,36.576,,,,
"AERCA","REG",2000,9,19,5376,263,4.58,,14.7,4,6,0,0,4.8,6,14,32,0,12.2,0,2264.7,33.36,36.322,,,,
"AEREA","REG",2000,9,19,5376,263,4.82,,8.5,3,5.5,0,0,3.5,5,7.8,19,0,6.6,0,1947.1,28.68,46.99,,,,
"AERCA","REG",2000,9,26,5383,270,4.15,,34.7,5,5,0,1.5,7,9,47,55,0,19.4,0,706,10.4,12.192,,,,
"AERCA","REG",2000,10,10,5397,284,4.79,,7.1,3,2,0,0.8,1.3,2,6.9,14,0,2.8,0,2936.6,43.26,48.26,,,,
"AEREA","REG",2000,10,10,5397,284,4.92,,5.5,3,2,0.8,0.5,2.2,2,5.3,12,0,3.9,0,2694.1,39.68,40.64,,,,
"AERCA","REG",2000,10,24,5411,298,4.39,,21,3,3.5,7.4,1.3,30.9,32,15,44,0,11.1,0,1689.8,24.89,27.178,,,,
"AEREA","REG",2000,10,24,5411,298,4.25,,33,4,6.5,11.5,3.3,45.7,50,20,66,0,12.2,0,1304.5,19.21,7.62,,,,
"AERCA","REG",2000,11,1,5419,306,5.06,,6,6,3.5,0,0.8,5.7,6,4,11,0,2.2,0,2955.2,43.53,46.482,,,,
"AEREA","REG",2000,11,1,5419,306,5,,5,3,2.5,0,0,5.2,6,2.3,10,0,3.3,0,2427,35.75,41.656,,,,
"AERCA","REG",2000,11,7,5425,312,4.99,,4.7,2,1,0,0.5,0.4,3,6.3,6,0,2.8,0.06,695.6,10.25,8.382,,,,
"AEREA","REG",2000,11,7,5425,312,5.19,,3.3,2,1,0,0.8,0.9,3,4.8,5,0,1.7,0.06,650.5,9.58,10.922,,,,
"AERCA","REG",2000,11,21,5439,326,5.19,,3.1,1,1,0,0.5,1.3,3,2.9,4,0,1.7,0.03,1980.9,29.18,12.446,,,,
"AEREA","REG",2000,11,21,5439,326,5.33,,2.9,1,0.5,0,0.8,1.3,3,2,2,0,0.6,0.04,1749.5,25.77,25.908,,,,
"AERCA","REG",2000,11,28,5446,333,5.06,,4.1,2,1.5,1.6,0.8,7,8,2.3,8,0,1.7,0.04,2014.6,29.67,33.782,,,,
"AEREA","REG",2000,11,28,5446,333,5.11,,4.2,2,2,1.6,0.8,8.7,9,3.5,8,0,1.7,0.06,1918.9,28.26,28.448,,,,
"AERCA","REG",2000,12,12,5460,347,4.43,,17.4,4,2.5,2.5,0.8,12.2,14,14,33,0,7.2,0.15,963.6,14.19,18.288,,,,
"AEREA","REG",2000,12,12,5460,347,4.38,,16.4,5,2.5,2.5,0.8,13.5,15,18,36,0,7.2,0.21,1057.7,15.58,16.002,,,,
"AERCA","REG",2000,12,19,5467,354,5.03,,14.1,6,3.5,16.5,3.6,74,87,4.1,15,0,2.2,0,3175.5,46.77,47.752,,,,
"AEREA","REG",2000,12,19,5467,354,5.08,,11,4,2.5,12.3,2.3,55.2,64,3.9,13,0,2.2,0,2523.7,37.17,36.322,,,,
"AERCA","REG",2000,12,26,5474,361,4.44,,15.4,9,3.5,0.8,0.5,4.8,6,30.6,16,0,5,0.06,1412.8,20.81,21.59,,,,
"AEREA","REG",2000,12,26,5474,361,4.44,,15.3,7,2,0.8,0.3,5.2,8,30,16,0,3.9,0.07,1539.8,22.68,17.526,,,,
"AERCA","REG",2001,1,3,5482,3,4.85,,13.2,3,2.5,9,1,42.2,47,10.4,13,0,2.8,0,1500.8,22.11,23.114,,,,
"AEREA","REG",2001,1,3,5482,3,4.73,,19.6,5,5,16.5,2,81.8,86,15.3,19,0,2.8,0,1018.6,15,13.462,,,,
"AERCA","REG",2001,1,16,5495,16,4.55,,15.7,5,2.5,3.3,1,19.1,17,25.2,17,0,6.6,0,1219.5,17.96,29.464,,,,
"AEREA","REG",2001,1,16,5495,16,4.89,,10.3,5,2.5,1.6,2,26.1,12,19.5,16,0,6.6,0,995.5,14.66,16.764,,,,
"AERCA","REG",2001,1,30,5509,30,4.12,,44.9,10,8,2.5,1.3,7.8,7,58,49,0,12.2,0,408.1,6.01,3.81,,,,
"AEREA","REG",2001,1,30,5509,30,4.26,,,3,2,0,0.5,3,5,27.7,29,0,5.5,0,358.5,5.28,7.874,,,,
"AERCA","REG",2001,2,13,5523,44,4.49,,17,3,2.5,1.6,0.5,8.7,9,23.6,26,0,7.8,0,3052,44.96,75.438,,,,
"AEREA","REG",2001,2,13,5523,44,4.43,,17.7,3,2,1.6,0.3,7.8,8,23.1,28,0,9.4,0,2720,40.06,57.15,,,,
"AERCA","REG",2001,2,27,5537,58,4.23,,38.8,8,7.5,6.6,1.3,28.3,25,51.1,52,0,19.9,0,2025.9,29.84,37.338,,,,
"AEREA","REG",2001,2,27,5537,58,4.17,,43,7,9,8.2,1.3,34.4,32,58,59,0,26,0,1748.9,25.76,30.48,,,,
"AERCA","REG",2001,3,13,5551,72,4.71,,10.7,5,1,1.6,1.3,8.7,9,13.3,17,0,5.5,0,2031.2,29.92,52.07,,,,
"AEREA","REG",2001,3,13,5551,72,4.72,,11.1,3,1.5,1.6,0.8,10.4,10,13.2,17,0,6.1,0,,,,,,,
"AERCA","REG",2001,4,3,5572,93,4.78,,10.3,2,0.5,0.8,0.3,4.4,5,5,18,0,2.8,0,4211,62.03,8.204,,,,
"AEREA","REG",2001,4,3,5572,93,4.94,,5.4,1,0.5,0.8,0.3,3,4,3.3,12,0,2.8,0,3793.9,55.88,73.152,,,,
"AERCA","REG",2001,4,17,5586,107,4.5,,18.6,6,6.5,1.6,1.8,6.1,7,15.2,33,0,11.6,0,833.6,12.28,13.97,,,,
"AEREA","REG",2001,4,17,5586,107,4.28,,32.9,16,15.5,4.9,1.5,10.4,8,29.8,68,0,22.2,0,443.2,6.53,11.684,,,,
"AERCA","REG",2001,4,24,5593,114,4.64,,10.6,14,11,2.5,1,2.6,6,11.7,25,0,6.1,0,636.5,9.38,26.416,,,,
"AEREA","REG",2001,4,24,5593,114,5.16,,3.9,2,3.5,0.8,0.5,1.3,3,2.7,7,0,2.8,0,911.7,13.43,17.526,,,,
"AERCA","REG",2001,5,29,5628,149,4.54,,15.8,5,3,1.6,1.3,3,5,19.8,33,0,16.1,0,2682.4,39.51,28.956,,,,
"AEREA","REG",2001,5,29,5628,149,4.67,,10.7,2,4,2.5,1,5.7,8,10.5,22,0,6.1,0,1419.5,20.91,30.48,,,,
"AERCA","REG",2001,6,5,5635,156,4.33,,21.7,4,1.5,0,0.3,1.3,29,9.7,18,0,10.5,0,2100,30.93,32.004,,,,
"AEREA","REG",2001,6,5,5635,156,4.73,,8.9,4,1.5,0,0.3,1.3,3,9.4,16,0,8.9,0,1928.1,28.4,26.67,,,,
"AERCA","REG",2001,6,19,5649,170,5.41,,7.8,9,2.5,3.3,3.3,4.4,10,9.8,19,0,24.9,0,2257.9,33.26,20.828,,,,
"AEREA","REG",2001,6,19,5649,170,4.53,,15.2,12,5.5,2.5,3.6,5.2,11,13,26,0,4.4,0,1592.1,23.45,31.496,,,,
"AERCA","REG",2001,7,17,5677,198,4.86,,7.9,4,3,0.8,0.5,2.2,4,8.4,14,0,6.6,0,3675.8,54.14,75.946,,,,
"AEREA","REG",2001,7,17,5677,198,5.01,,5.1,4,3.5,0.8,1.3,3.5,5,5.1,8,0,4.4,0,3540.8,52.15,66.294,,,,
"AERCA","REG",2001,8,22,5713,234,4.3,,27.8,6,5,1.6,1.3,2.2,5,22.1,61,0,19.9,0,1741.2,25.65,15.748,,,,
"AEREA","REG",2001,8,22,5713,234,4.26,,31.2,10,4.5,1.6,1.5,2.6,5,22.9,68,0,21.1,0,1438.4,21.19,23.368,,,,
"AERCA","REG",2001,9,25,5747,268,4.47,,16.9,2,3.5,3.3,1.3,12.6,14,17.8,38,0,13.9,0,4020.6,59.22,59.436,,,,
"AEREA","REG",2001,9,25,5747,268,4.51,,15.5,2,2,4.1,1,17.4,19,14.9,34,0,10.5,0,2913.5,42.92,56.388,,,,
"AERCA","REG",2001,10,29,5781,302,4.6,,14.6,5,3,4.1,1,14.4,17,15,27,0,7.8,0,5091.3,74.99,30.226,,,,
"AERCA","REG",2001,11,26,5809,330,4.29,,30.3,4,5.5,4.1,,16.1,20,37.8,38,0,19.4,0,2627.4,38.7,38.862,,,,
"AEREA","REG",2001,11,26,5809,330,4.08,,53,17,9,9.9,2,35.7,42,67.5,64,0,32.1,0,1817.8,26.78,38.354,,,,
"AERCA","REG",2001,12,26,5839,360,4.52,,15.2,2,1.5,2.5,0.5,8.7,11,20.6,19,0,6.1,0,4609,67.89,93.98,,,,
"AEREA","REG",2001,12,26,5839,360,4.57,,14.8,3,2.5,4.1,0.8,14.4,15,21.9,19,0,6.6,0,5272,77.66,85.09,,,,
"AERCA","REG",2002,1,23,5867,23,4.64,,11,4,2.5,2.5,0.5,9.1,10,18.7,15,0.36,8.3,0.29,4144.8,61.05,83.058,,,,
"AEREA","REG",2002,1,23,5867,23,4.67,,10.3,4,3,2.5,0.8,10.9,11,18,14,0,7.2,0.1,3568.1,52.56,61.468,,,,
"AERCA","REG",2002,2,5,5880,36,4.54,,22.5,5,5,1.6,1.3,76.6,79,22.3,20,0,12.7,0.16,3511.4,51.72,57.15,,,,
"AEREA","REG",2002,2,5,5880,36,4.48,,13.8,3,4.5,1.6,0.5,6.5,8,25.1,21,0,13.3,0.11,3365.3,49.57,49.53,,,,
"AERCA","REG",2002,2,13,5888,44,4.96,,8.9,2,2,4.9,1,23.1,26,4.1,11,0,2.8,0.03,2442.1,35.97,43.942,,,,
"AEREA","REG",2002,2,13,5888,44,4.94,,11.8,1,3.5,8.2,1.5,40.9,42,7.7,14,0,3.9,0.06,2691.7,39.65,44.704,,,,
"AERCA","REG",2002,2,26,5901,57,4.33,,25.9,5,5.5,5.8,1.5,22.6,26,31.6,32,0,12.2,0.15,734.4,10.82,13.716,,,,
"AEREA","REG",2002,2,26,5901,57,4.28,,32.6,5,10,9.9,2.3,40.9,41,47.7,42,0,16.1,0.36,657,9.68,12.192,,,,
"AERCA","REG",2002,3,5,5908,64,5.05,,7.6,2,2.5,3.3,0.5,12.6,15,3.7,11,0,3.9,0,4014.1,59.13,61.976,,,,
"AEREA","REG",2002,3,5,5908,64,4.97,,7.6,1,2.5,3.3,0.8,13.1,15,4.5,11,0,4.4,0.11,4158,61.25,60.452,,,,
"AERCA","REG",2002,3,20,5923,79,4.95,,9.7,13,4,4.9,1,20,27,7.2,11,0,3.9,0.09,1254.3,18.48,18.034,,,,
"AEREA","REG",2002,3,20,5923,79,4.66,,17.1,14,21,6.6,2.6,20.4,27,20.8,30,0,15,0.33,1536.8,22.64,23.876,,,,
"AERCA","REG",2002,4,5,5939,95,4.52,,18.8,5,5,2.5,0.5,9.1,12,19.9,28,0.36,15.5,0.14,7858.4,115.75,34.874,,,,
"AEREA","REG",2002,4,5,5939,95,4.61,,13.9,7,3.5,1.6,0.8,7.4,9,14.8,21,0.36,12.2,0.15,7820.8,115.2,23.444,,,,
"AERCA","REG",2002,4,18,5952,108,4.58,,14.4,8,3.5,2.5,0.5,7,9,15.6,26,0,13.3,0.08,5074.3,74.74,78.74,,,,
"AEREA","REG",2002,4,18,5952,108,4.65,,12.6,7,3.5,2.5,0.5,7,9,14.3,23,0,13.3,0.14,5040.4,74.24,75.184,,,,
"AERCA","REG",2002,4,30,5964,120,5.04,,6.3,3,3,1.6,0.5,3.5,5,5.5,11,0,6.1,0.1,2529.2,37.25,40.64,,,,
"AEREA","REG",2002,4,30,5964,120,5.17,,4.4,3,1.5,0.8,0.3,1.7,2,3.4,7,0.71,4.4,0.06,2356.4,34.71,35.814,,,,
"AERCA","REG",2002,5,14,5978,134,4.69,,12.8,5,3,1.6,0.5,7,8,12.7,22,0,11.6,0.09,3455,50.89,53.594,,,,
"AEREA","REG",2002,5,14,5978,134,4.71,,12.5,6,2.5,1.6,0.5,7,8,12.6,22,0,12.2,0.05,3030.3,44.64,47.244,,,,
"AERCA","REG",2002,5,28,5992,148,4.52,,17.7,10,4.5,2.5,2.3,7.4,8,19.3,28,0,12.2,0.09,954.7,14.06,18.542,,,,
"AEREA","REG",2002,5,28,5992,148,4.66,,14.6,7,4,1.6,1.5,4.4,7,15.9,22,0,15,0.08,869.8,12.81,18.034,,,,
"AERCA","REG",2002,6,11,6006,162,4.48,,22.6,16,7,4.9,5.6,7.4,8,39.9,46,0,47.1,0.17,1638.5,24.13,16.51,,,,
"AEREA","REG",2002,6,11,6006,162,4.39,,24.5,12,6,2.5,2.8,8.3,9,33.8,40,0.71,28.3,0.21,1530.3,22.54,38.862,,,,
"AERCA","REG",2002,6,25,6020,176,4.79,,8.4,5,1.5,0.8,0.8,1.3,3,8.4,12,0,3.9,0.09,2378.8,35.04,37.338,,,,
"AEREA","REG",2002,6,25,6020,176,4.89,,7.6,3,2,0.8,0.5,1.3,2,7.9,11,0,6.6,0,1953.8,28.78,32.512,,,,
"AERCA","REG",2002,7,9,6034,190,4.72,,13.6,14,8.5,1.6,1.8,4.4,5,18.1,31,0,23.3,0.14,5834.3,85.94,88.392,,,,
"AEREA","REG",2002,7,9,6034,190,4.73,,13.1,11,6.5,1.6,1,2.2,3,16.1,27,0,22.7,0.2,5798.3,85.41,81.28,,,,
"AEREA","REG",2002,7,23,6048,204,4.35,,27,7,6.5,1.6,0.8,2.6,5,28.1,50,0,31,0.2,915.9,13.49,12.7,,,,
"AERCA","REG",2002,8,6,6062,218,4.22,,35.4,6,5,1.6,1.8,4.4,9,33.5,70,0,36.6,0.3,957.9,14.11,13.462,,,,
"AEREA","REG",2002,8,6,6062,218,4.28,,30.9,7,3.5,0.8,1,2.6,6,28.5,61,0,34.3,0.23,947.3,13.95,14.478,,,,
"AERCA","REG",2002,9,3,6090,246,4.47,,17.5,2,3,0.8,0.5,3,5,21.8,23,0,8.3,0.17,1524.6,22.46,21.082,,,,
"AEREA","REG",2002,9,3,6090,246,4.51,,16.6,1,3,0.8,0.5,2.6,4,21.2,24,0,14.4,0.14,1108.8,16.33,18.796,,,,
"AERCA","REG",2002,9,17,6104,260,4.72,,13,4,3,2.5,1,9.6,11,8.1,23,0,7.8,0.07,3812.8,56.16,54.356,,,,
"AEREA","REG",2002,9,17,6104,260,4.75,,11,4,2,2.5,1.5,10.9,12,7.2,22,0,8.9,0.13,3501.8,51.58,53.086,,,,
"AERCA","REG",2002,9,24,6111,267,5.07,,6,2,1,2.5,0.5,10.9,13,4,7,0,2.2,0.04,1667.6,24.56,20.32,,,,
"AEREA","REG",2002,9,24,6111,267,5.31,,4.8,2,1,2.5,0.5,10,14,2.8,5,0,1.1,0,1564.3,23.04,19.304,,,,
"AERCA","REG",2002,10,1,6118,274,5.09,,3.8,0,1,0.8,0.3,1.7,3,3.4,4,0,1.1,0,2610.7,38.45,40.64,,,,
"AEREA","REG",2002,10,1,6118,274,5.23,,2.7,0,0.5,0,0,0.9,2,2.6,3,0,1.1,0,2426,35.73,35.052,,,,
"AERCA","REG",2002,10,15,6132,288,4.72,,18.4,11,7.5,8.2,10,33.1,37,13.8,39,0.36,13.3,0.11,1259.5,18.55,21.082,,,,
"AEREA","REG",2002,10,15,6132,288,4.57,,17.8,3,3,4.1,1,17.8,21,12.9,34,0,15,0.12,1317.9,19.41,15.748,,,,
"AERCA","REG",2002,10,29,6146,302,4.62,,16.6,5,3,5.8,2.6,24.4,30,17.1,19,1.07,5.5,0.07,3160.8,46.56,45.72,,,,
"AERCA","REG",2002,11,12,6160,316,4.66,,13.2,4,2.5,3.3,1,12.6,16,12.8,17,0.71,6.1,0.1,3857.5,56.82,60.96,,,,
"AEREA","REG",2002,11,12,6160,316,4.93,,11,2,1.5,4.1,1,17,21,6.8,15,0.36,5.5,0.11,3324.4,48.97,54.356,,,,
"AERCA","REG",2002,12,16,6194,350,5.4,,2.3,1,1,0.8,0.8,3,4,1.4,2,,0.6,0.07,4689.4,69.07,84.582,,,,
"AEREA","REG",2002,12,16,6194,350,5.4,,2.3,1,1,0.8,0.8,3.9,4,1.6,2,,0.6,0.06,5176.1,76.24,78.994,,,,
"AERCA","REG",2002,12,22,6200,356,5.03,,5.3,2,1,1.6,0.5,8.3,10,4,8,,2.2,,3561,52.45,54.61,,,,
"AEREA","REG",2002,12,22,6200,356,5.03,,5.3,2,1,2.5,0.5,8.7,12,3.8,8,,2.2,,3561.5,52.46,50.8,,,,
"AEREA","REG",2002,12,27,6205,361,5.41,,2.4,8,0.5,0,0.3,1.7,4,1.5,2,,1.1,,1487.5,21.91,27.686,,,,
"AERCA","REG",2003,1,14,6223,14,4.75,,9.7,,2.1,2.1,1.2,11.4,12,10.7,12,,3.3,,2201,32.42,48.006,,,,
"AEREA","REG",2003,1,14,6223,14,,,,,,,,,,,,,,,1907,28.09,34.29,,,,
"AERCA","REG",2003,2,4,6244,35,,,,,,,,,,,,,,,2988,44.01,62.484,,,,
"AEREA","REG",2003,2,4,6244,35,5.08,,4.7,,2.5,0.5,0.4,2.7,3,4.9,8,,3.3,,2627,38.69,47.244,,,,
"AERCA","REG",2003,2,18,6258,49,,,,,,,,,,,,,,,1576,23.21,29.718,,,,
"AEREA","REG",2003,2,18,6258,49,4.5,,17.1,,1.7,1.2,0.4,5.6,10,30.8,5,,3.3,,1427,21.02,20.066,,,,
"AERCA","REG",2003,3,4,6272,63,,,,,,,,,,,,,,,4460,65.69,71.628,,,,
"AEREA","REG",2003,3,4,6272,63,4.94,,5.8,,3,0.8,0.5,4.8,6,5.8,10,,2.8,,4194,61.78,58.42,,,,
"AERCA","REG",2003,3,18,6286,77,4.61,,12.5,,1.2,0.8,0.3,3.6,6,13,16,,8.3,,1004,14.79,21.59,,,,
"AEREA","REG",2003,3,18,6286,77,4.45,,19.7,,4.3,2.6,0.8,10,10,34.3,18,,12.2,,1393,20.52,17.526,,,,
"AERCA","REG",2003,3,25,6293,84,4.73,,9.2,,1.4,0.3,0.5,1.9,3,8,11,,0,,2413,35.54,34.798,,,,
"AEREA","REG",2003,3,25,6293,84,4.87,,7.9,,2.4,1.6,0.4,6.4,8,6.1,10,,0,,2522,37.15,37.592,,,,
"AERCA","REG",2003,4,1,6300,91,4.57,,15.9,,3.6,3.5,0.6,14.3,18,15.5,23,,9.4,,3893,57.34,,,,,
"AEREA","REG",2003,4,1,6300,91,,,,,,,,,,,,,,,3779,55.66,54.61,,,,
"AERCA","REG",2003,4,15,6314,105,4.91,,8.7,,1.5,2,0.4,9,10,4.8,12,,3.3,,1331,19.61,,,,,
"AEREA","REG",2003,4,15,6314,105,4.79,,7.6,,2.7,1.5,0.6,6.1,7,8.8,13,,3.9,,1615,23.79,29.464,,,,
"AERCA","REG",2003,4,29,6328,119,4.79,,9.1,,5.4,1.8,1.2,4.6,3,13.7,16,,10.5,,2161,31.83,32.766,,,,
"AEREA","REG",2003,4,29,6328,119,4.91,,7.6,,6,18.1,1.6,6,3,10,12,,8.9,,1998,29.43,29.21,,,,
"AERCA","REG",2003,5,13,6342,133,,,,,,,,,,,,,,,3419,50.36,50.8,,,,
"AEREA","REG",2003,5,13,6342,133,4.86,,8.4,,3,1.4,0.3,4.5,5,8,16,,0,,3028,44.6,46.99,,,,
"AEREA","REG",2003,5,27,6356,147,4.68,,8.4,,2.1,0.8,0.5,2.1,3,8.8,12,,0,,2233,32.89,38.1,,,,
"AEREA","REG",2003,6,4,6364,155,4.69,,10.5,,1.1,0.6,1.2,0.7,1,8.3,20,,2.8,,3862,56.89,54.356,,,,
"AEREA","REG",2003,6,17,6377,168,4.93,,5.9,,1,0.4,0.5,1.2,2,6.3,7,,2.8,,2751,40.52,44.45,,,,
"AEREA","REG",2003,7,15,6405,196,4.61,,15.2,,4.7,1.1,0.5,0.9,3,17.3,36,,27.7,,2194,32.32,31.75,,,,
"AEREA","REG",2003,7,29,6419,210,4.45,,17.9,,3.7,1.2,0.4,2.5,5,18.9,33,,14.4,,2009,29.59,31.242,,,,
"AEREA","REG",2003,8,12,6433,224,4.93,,6.1,,1.2,0.7,0.2,2.6,3,5.8,8,,5,,3489,51.39,59.69,,,,
"AEREA","REG",2003,9,9,6461,252,4.55,,14.8,,2.2,1.1,0.3,3,5,14.9,25,,8.9,,2773,40.85,41.148,,,,
"AEREA","REG",2003,9,30,6482,273,4.73,,20.7,,4,14,1.7,66.6,74,9.8,27,,7.2,,5652,83.25,82.55,,,,
"AEREA","REG",2003,10,21,6503,294,4.71,,15,,6.7,5.8,3.5,16.9,20,17.1,21,,,,9039,133.14,57.226,,,,
"AEREA","REG",2003,10,28,6510,301,4.81,,12.9,,3.2,3.9,1.3,17.2,20,10.6,19,,9.4,,5667,83.47,87.884,,,,
"AEREA","REG",2003,11,4,6517,308,5.21,,4.8,,1.9,1.6,0.5,6.7,8,4,6,,0,,3002,44.22,48.768,,,,
"AEREA","REG",2003,11,11,6524,315,4.49,,24.2,,3.2,7.3,1.6,33.6,40,13.3,35,,8.9,,489,7.2,4.572,,,,
"AEREA","REG",2003,11,18,6531,322,4.68,,12.4,,1.2,0.8,0.6,3.9,4,12.1,17,,6.1,,2455,36.16,37.084,,,,
"AEREA","REG",2003,11,25,6538,329,5.46,,6.5,,1.7,5.3,0.9,25.2,29,1.5,5,,0,,4828,71.12,72.136,,,,
"AEREA","REG",2003,12,2,6545,336,5.06,,8.1,,2,4.2,0.5,18.9,21,6.9,8,,3.3,,2303,33.92,25.4,,,,
"AEREA","REG",2003,12,16,6559,350,5.18,,12.5,,3.3,10,2.3,51.8,65,2.4,11,,0,,1693,24.94,2.87,,,,
"AEREA","REG",2003,12,30,6573,364,5.21,,8.8,,1.9,6.9,0.8,32.5,,,,,0,,1892,27.87,27.686,,,,
"AEREA","REG",2004,2,5,6610,36,4.53,,20.8,,3,6.1,1.1,29.7,33,20.1,30,,,,1415,20.84,,,,,
"AEREA","REG",2004,3,9,6643,69,4.11,,48.1,,26.6,4.8,2.4,12.2,12,61.4,79,,,,1178,17.35,18.034,,,,
"AEREA","REG",2004,3,23,6657,83,4.44,,21.6,,3,1.9,0.5,9.7,10,27.8,22,,,,1721,25.35,25.908,,,,
"AEREA","REG",2004,3,30,6664,90,4.31,,26.7,,5.3,2.3,1.1,9.8,9,24.8,42,,,,,,,,,,
"AEREA","REG",2004,4,6,6671,97,4.95,,7.2,,4.1,1.8,0.5,3.9,3,3.3,10,,,,,,37.846,,,,
